Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,9.91096586325255,10.307404210052393,9.830529670610705,10.278677940368652,15454500,0.0,0.0
2010-01-05 00:00:00-05:00,10.41082333678376,10.669370565734999,10.324642126009481,10.542970657348633,17087295,0.0,0.0
2010-01-06 00:00:00-05:00,10.565953309337463,10.927919237897518,10.433807170196653,10.80726432800293,16896939,0.0,0.0
2010-01-07 00:00:00-05:00,10.790022907948135,10.945150232295553,10.560203228765925,10.8876953125,12077869,0.0,0.0
2010-01-08 00:00:00-05:00,10.876202839928974,10.90493029652818,10.646384386010894,10.738311767578125,13914258,0.0,0.0
2010-01-11 00:00:00-05:00,10.83598756176532,10.876205050076319,10.468275563022692,10.634895324707031,10924575,0.0,0.0
2010-01-12 00:00:00-05:00,10.439547687517912,10.502748821703864,10.221220420287157,10.462530136108398,10643854,0.0,0.0
2010-01-13 00:00:00-05:00,10.456781790359088,10.456781790359088,10.146525990963429,10.37634563446045,16334733,0.0,0.0
2010-01-14 00:00:00-05:00,10.376350329564925,10.554460154316269,10.28442291012089,10.4970064163208,9420981,0.0,0.0
2010-01-15 00:00:00-05:00,10.48551696735477,10.795772959750114,10.428062020739748,10.784281730651855,21476533,0.0,0.0
2010-01-19 00:00:00-05:00,10.77278992072241,10.876207368892945,10.66937007479972,10.841734886169434,13518667,0.0,0.0
2010-01-20 00:00:00-05:00,10.738314681957263,11.042825564778013,10.698095992027904,10.985370635986328,19232082,0.0,0.0
2010-01-21 00:00:00-05:00,10.962388321756292,11.037080689218547,10.646387408333476,10.858969688415527,14618575,0.0,0.0
2010-01-22 00:00:00-05:00,10.738315980250784,10.772789661019305,10.393586365821864,10.445296287536621,15366215,0.0,0.0
2010-01-25 00:00:00-05:00,10.531479429620019,10.657879338006385,10.370605838047808,10.542970657348633,10782683,0.0,0.0
2010-01-26 00:00:00-05:00,10.491262261480841,10.945155632485031,10.445298542741675,10.927919387817383,22434767,0.0,0.0
2010-01-27 00:00:00-05:00,10.824494137375746,10.950893987311796,10.531474559614065,10.738311767578125,25500812,0.0,0.0
2010-01-28 00:00:00-05:00,10.715329022727516,10.790021366894589,10.341873296269874,10.588929176330566,16059701,0.0,0.0
2010-01-29 00:00:00-05:00,10.606167644951794,10.945150975435997,10.565948958589045,10.583185195922852,16339109,0.0,0.0
2010-02-01 00:00:00-05:00,10.721077656774368,11.025588517261246,10.715331444991103,11.008352279663086,13116404,0.0,0.0
2010-02-02 00:00:00-05:00,11.037080831079944,11.094535761327283,10.81300612356495,11.065808296203613,12607912,0.0,0.0
2010-02-03 00:00:00-05:00,10.876203213900885,11.002604267058738,10.709584679221747,10.881949424743652,8913037,0.0,0.0
2010-02-04 00:00:00-05:00,10.709586900728594,10.755550602626968,10.387839788564097,10.405076026916504,10470127,0.0,0.0
2010-02-05 00:00:00-05:00,10.37060456558531,10.439549525745258,10.04885682248094,10.433804512023926,13516261,0.0,0.0
2010-02-08 00:00:00-05:00,10.422312969848267,10.468276674853925,10.232711937402458,10.255694389343262,7159464,0.0,0.0
2010-02-09 00:00:00-05:00,10.382092703381572,10.508493772128508,10.244201609283271,10.399330139160156,9645579,0.0,0.0
2010-02-10 00:00:00-05:00,10.347622951503796,10.40507788887714,10.129294429260312,10.341877937316895,8711194,0.0,0.0
2010-02-11 00:00:00-05:00,10.347622951503796,10.393586661627253,10.117803202010426,10.341877937316895,14182616,0.0,0.0
