Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,12.257910254687184,12.492137407067382,12.205859316757367,12.30996036529541,68800,0.0,0.0
2010-01-05 00:00:00-05:00,12.231882931392027,12.275257739749287,11.806802694526523,11.867528915405273,66100,0.0,0.0
2010-01-06 00:00:00-05:00,11.884881485053365,12.205859941299698,11.321000569789572,12.162485122680664,226400,0.0,0.0
2010-01-07 00:00:00-05:00,12.179834453080986,12.370686792064244,11.971632352729216,12.249235153198242,74700,0.0,0.0
2010-01-08 00:00:00-05:00,12.162480191057776,12.726360877680134,12.162480191057776,12.648284912109375,187600,0.0,0.0
2010-01-11 00:00:00-05:00,12.709016528088572,12.743716882324078,12.552865347689645,12.596240997314453,32900,0.0,0.0
2010-01-12 00:00:00-05:00,12.578884181369965,12.752385866683223,12.509483507244662,12.613584518432617,58400,0.0,0.0
2010-01-13 00:00:00-05:00,12.648292189386343,12.960595404033764,12.552866413963407,12.570216178894043,142500,0.0,0.0
2010-01-14 00:00:00-05:00,12.544188306915409,12.752390403359431,12.474787608100735,12.604913711547852,56000,0.0,0.0
2010-01-15 00:00:00-05:00,12.656966325517818,12.656966325517818,12.049709716807898,12.396713256835938,145300,0.0,0.0
2010-01-19 00:00:00-05:00,12.440088909012196,12.995294573183914,12.440088909012196,12.761067390441895,97200,0.0,0.0
2010-01-20 00:00:00-05:00,12.613590013553598,12.839142716383703,12.205860254948663,12.769742012023926,108000,0.0,0.0
2010-01-21 00:00:00-05:00,12.804440324196063,12.917216657643552,12.041031870543346,12.370685577392578,107700,0.0,0.0
2010-01-22 00:00:00-05:00,12.318633651097834,12.709012726299244,12.214532619532223,12.240557670593262,64800,0.0,0.0
2010-01-25 00:00:00-05:00,12.370685996411757,12.65696407281313,12.214534017530443,12.4834623336792,65600,0.0,0.0
2010-01-26 00:00:00-05:00,12.388035958045315,12.388035958045315,11.728729338618635,11.79813003540039,92500,0.0,0.0
2010-01-27 00:00:00-05:00,11.72873239892368,12.023685023545509,11.72873239892368,12.006335258483887,119200,0.0,0.0
2010-01-28 00:00:00-05:00,12.049708499385856,12.049708499385856,11.72005475600438,11.824155807495117,89200,0.0,0.0
2010-01-29 00:00:00-05:00,11.85885615799203,11.980307798392031,11.650654055010556,11.824155807495117,106200,0.0,0.0
2010-02-01 00:00:00-05:00,11.832828722360935,11.988979854534149,11.503175045273007,11.971630096435547,190200,0.0,0.0
2010-02-02 00:00:00-05:00,11.945609561931573,12.07573569249325,11.815482604048132,11.997659683227539,106100,0.0,0.0
2010-02-03 00:00:00-05:00,11.89355547713198,12.908541675303535,11.89355547713198,12.283934593200684,197200,0.0,0.0
2010-02-04 00:00:00-05:00,12.197185199491459,12.474788003550135,11.451126422601346,11.494502067565918,144900,0.0,0.0
2010-02-05 00:00:00-05:00,11.555226813566133,11.910905592764255,11.35570001638536,11.832830429077148,118700,0.0,0.0
2010-02-08 00:00:00-05:00,11.763431218884222,11.806806039530064,11.503178158400802,11.58992862701416,70800,0.0,0.0
2010-02-09 00:00:00-05:00,11.754752390727793,11.841502833266773,11.477148823567356,11.728727340698242,65400,0.0,0.0
2010-02-10 00:00:00-05:00,11.659328459025668,12.101758545957413,11.52052705778942,11.988982200622559,72100,0.0,0.0
2010-02-11 00:00:00-05:00,11.919582848739518,12.613590760771354,11.746081077561985,12.596240997314453,139000,0.0,0.0
2010-02-12 00:00:00-05:00,12.44804717839101,12.822883605957031,12.395744923720473,12.822883605957031,114100,0.07,0.0
2010-02-16 00:00:00-05:00,12.918766491566016,12.99722067371383,12.718273209480733,12.97978687286377,49500,0.0,0.0
2010-02-17 00:00:00-05:00,13.075678825378418,13.075678825378418,12.840316207483555,13.075678825378418,61600,0.0,0.0
2010-02-18 00:00:00-05:00,13.075681080825863,13.372063318337288,12.901338832680734,13.311043739318848,267300,0.0,0.0
2010-02-19 00:00:00-05:00,13.302323254589917,13.572553467097455,13.23258637192157,13.389493942260742,99200,0.0,0.0
2010-02-22 00:00:00-05:00,13.485385996496197,13.781768234206133,13.44180022659837,13.537688255310059,193000,0.0,0.0
2010-02-23 00:00:00-05:00,13.537687603143075,13.624859138739316,13.32847691530735,13.372062683105469,76200,0.0,0.0
2010-02-24 00:00:00-05:00,13.45923148334249,13.65972565431889,13.328475029775158,13.41564655303955,45200,0.0,0.0
2010-02-25 00:00:00-05:00,13.162854623799436,13.276176478843002,13.075683070795648,13.093117713928223,78400,0.0,0.0
2010-02-26 00:00:00-05:00,13.145416439911328,13.145416439911328,12.805448472363352,13.02337646484375,193500,0.0,0.0
2010-03-01 00:00:00-05:00,13.005945209657202,13.39821550682414,12.718280269646149,13.049530982971191,145300,0.0,0.0
2010-03-02 00:00:00-05:00,12.849034249437247,13.223870662888084,12.849034249437247,13.066962242126465,193700,0.0,0.0
2010-03-03 00:00:00-05:00,13.119265762716395,13.354627570361458,12.962357336733458,13.084397315979004,71400,0.0,0.0
2010-03-04 00:00:00-05:00,13.136700860240055,13.28489198125637,12.63982523761442,13.232589721679688,44900,0.0,0.0
2010-03-05 00:00:00-05:00,13.293604306909033,13.528966880561136,13.154130558668877,13.485381126403809,78700,0.0,0.0
2010-03-08 00:00:00-05:00,13.328478485975985,13.398215390139237,13.084399321404604,13.136701583862305,67800,0.0,0.0
2010-03-09 00:00:00-05:00,13.110545398969075,13.22386803238475,13.04952583917954,13.162848472595215,71500,0.0,0.0
2010-03-10 00:00:00-05:00,13.136701698269688,13.276175507810867,12.971076757271907,13.049530982971191,71500,0.0,0.0
2010-03-11 00:00:00-05:00,12.936208300939168,13.136701694261063,12.901339848564513,13.005945205688477,70000,0.0,0.0
2010-03-12 00:00:00-05:00,13.04080961384882,13.075678055410078,12.87518472426515,12.997223854064941,78000,0.0,0.0
2010-03-15 00:00:00-04:00,13.005945205688477,13.023379016211065,12.665977171538481,13.005945205688477,97200,0.0,0.0
2010-03-16 00:00:00-04:00,13.075681080825863,13.311043739318848,12.997226861328201,13.311043739318848,62000,0.0,0.0
2010-03-17 00:00:00-04:00,13.372060549982438,13.712027655651292,13.258737904316405,13.668442726135254,189900,0.0,0.0
2010-03-18 00:00:00-04:00,13.738179610956006,13.947390265418262,13.598705841314503,13.668442726135254,175500,0.0,0.0
2010-03-19 00:00:00-04:00,13.834067344665527,13.868935786382554,13.502816732689164,13.834067344665527,180200,0.0,0.0
2010-03-22 00:00:00-04:00,13.59870849171111,14.025847202320122,13.589991171577195,13.92995834350586,82500,0.0,0.0
2010-03-23 00:00:00-04:00,13.973545061644424,14.121736179849146,13.79920198281811,14.069432258605957,70800,0.0,0.0
2010-03-24 00:00:00-04:00,13.982263536373083,14.191474250643983,13.947394252665118,13.990979194641113,83600,0.0,0.0
2010-03-25 00:00:00-04:00,14.130451411523412,14.418117981714568,13.921241552161863,13.956110000610352,77200,0.0,0.0
2010-03-26 00:00:00-04:00,14.0432813569814,14.470420052820263,13.956109821315382,14.121735572814941,49000,0.0,0.0
2010-03-29 00:00:00-04:00,14.21762445118046,14.374532901449333,13.929959513240513,13.938676834106445,70400,0.0,0.0
2010-03-30 00:00:00-04:00,13.929961854400108,14.30479840133788,13.502823036135437,13.868942260742188,167700,0.0,0.0
2010-03-31 00:00:00-04:00,13.75561713707515,14.03456558313655,13.642294460757935,13.712031364440918,118800,0.0,0.0
2010-04-01 00:00:00-04:00,13.781765116560416,13.98225928020382,13.406928744093983,13.572553634643555,62600,0.0,0.0
2010-04-05 00:00:00-04:00,13.642296652259915,13.95611360057444,13.607428194817146,13.947396278381348,66800,0.0,0.0
2010-04-06 00:00:00-04:00,13.947396499062151,13.956113821393172,13.616145732449871,13.868942260742188,39200,0.0,0.0
2010-04-07 00:00:00-04:00,13.816632607218624,13.947389047002606,13.642289579067755,13.877652168273926,324900,0.0,0.0
2010-04-08 00:00:00-04:00,13.773050438423438,14.043281537396268,13.476668210946585,13.956110000610352,140300,0.0,0.0
2010-04-09 00:00:00-04:00,13.938677035891294,14.243776619979913,13.703315188410219,14.130453109741211,108200,0.0,0.0
2010-04-12 00:00:00-04:00,14.104298449669237,14.37452866625896,13.921238922067166,14.365811347961426,100100,0.0,0.0
2010-04-13 00:00:00-04:00,14.304794892908603,14.662196707527082,14.165321095138408,14.636046409606934,174600,0.0,0.0
2010-04-14 00:00:00-04:00,14.705784372817773,15.045751571655273,14.679632410346064,15.045751571655273,127200,0.0,0.0
2010-04-15 00:00:00-04:00,14.984727898841708,15.202655871984485,14.984727898841708,15.167786598205566,39600,0.0,0.0
2010-04-16 00:00:00-04:00,15.185226650738747,15.185226650738747,14.784238172565502,14.932429313659668,164200,0.0,0.0
2010-04-19 00:00:00-04:00,14.819104486172689,14.86268942253911,14.514004943631502,14.609893798828125,161800,0.0,0.0
2010-04-20 00:00:00-04:00,14.662198996132336,14.984733242981664,14.575027443254754,14.932429313659668,80200,0.0,0.0
2010-04-21 00:00:00-04:00,14.9062706373098,15.080611982460857,14.566301938347673,14.845251083374023,88400,0.0,0.0
2010-04-22 00:00:00-04:00,14.618606956767477,15.176501964188915,14.531435446193308,15.080613136291504,80400,0.0,0.0
2010-04-23 00:00:00-04:00,15.05446393030776,15.05446393030776,14.731929816771084,14.819101333618164,92900,0.0,0.0
2010-04-26 00:00:00-04:00,14.79294890156057,14.888837733258434,14.705779050189788,14.714494705200195,43100,0.0,0.0
2010-04-27 00:00:00-04:00,14.679628842103536,14.749365729084563,14.025844903159467,14.086864471435547,62000,0.0,0.0
2010-04-28 00:00:00-04:00,14.156602624547459,14.304793730468296,13.668444372020632,13.964826583862305,155600,0.0,0.0
2010-04-29 00:00:00-04:00,14.034563494448129,14.165319961561575,13.546404409987867,14.1478853225708,149200,0.0,0.0
